date,ticker,open,high,low,close,volume
2019-06-23,MATIC,0.0218388761,0.0223058949,0.0206538387,0.0209883905,42043311.32
2019-06-24,MATIC,0.0209883905,0.0215503253,0.0203060319,0.0206632023,22890824.84
2019-06-25,MATIC,0.0206638578,0.020684981,0.0190102603,0.0190538334,33004360.93
2019-06-26,MATIC,0.0190538334,0.0193980276,0.0162835481,0.0178036449,70915690.96
2019-06-27,MATIC,0.0178036449,0.0212268819,0.0171215604,0.019182473,80337035.76
2019-06-28,MATIC,0.0192798105,0.0210162965,0.0189799602,0.0191669448,58142030.99
2019-06-29,MATIC,0.0191585103,0.026104526,0.0191585103,0.0237997849,108612074.23
2019-06-30,MATIC,0.0238722892,0.0267778166,0.0219548195,0.0219707446,76878554.0
2019-07-01,MATIC,0.0219707446,0.022995133,0.020130225,0.0221572511,43065137.39
2019-07-02,MATIC,0.02222917,0.0224864165,0.0195272053,0.0199994399,38477391.18
2019-07-03,MATIC,0.0200043861,0.0204323352,0.0186534541,0.0192243576,45216121.66
2019-07-04,MATIC,0.0193309327,0.0193555868,0.0171274677,0.0180626719,32887710.26
2019-07-05,MATIC,0.0180920164,0.0195242829,0.0176130224,0.0181687398,27367852.73
2019-07-06,MATIC,0.0181170295,0.0182836683,0.0174598957,0.0176073404,12982909.24
2019-07-07,MATIC,0.017605784,0.0182790974,0.0172670491,0.017665763,14631473.31
2019-07-08,MATIC,0.0176424653,0.0177434796,0.0165216147,0.0167305226,19055091.11
2019-07-09,MATIC,0.0167208933,0.0171403429,0.0154245891,0.0162355475,26887304.18
2019-07-10,MATIC,0.0162222896,0.0173179637,0.0149415024,0.0161452306,40939359.5
2019-07-11,MATIC,0.0161437184,0.0168946396,0.0143065811,0.0144583311,26411733.04
2019-07-12,MATIC,0.0144386118,0.0165349391,0.0141348533,0.0158176139,23337868.55
2019-07-13,MATIC,0.0158383152,0.0177159697,0.0153513082,0.0166059057,33073355.56
2019-07-14,MATIC,0.0166105993,0.0174325053,0.0142612107,0.0143143521,21016194.83
2019-07-15,MATIC,0.0143082716,0.0143706715,0.0129536921,0.0138407372,16709138.15
2019-07-16,MATIC,0.0138660845,0.0145992733,0.0118482798,0.012037621,19887282.52
2019-07-17,MATIC,0.0119826435,0.0140081459,0.0116711829,0.013207998,24020397.2
2019-07-18,MATIC,0.0132393695,0.0142116112,0.0125662047,0.0137057674,21329202.46
2019-07-19,MATIC,0.0137057674,0.0139064918,0.013303131,0.0134252601,10390622.93
2019-07-20,MATIC,0.0134556083,0.0145107091,0.0132639865,0.0139723578,10575845.46
2019-07-21,MATIC,0.0139723578,0.0141518912,0.0131884025,0.0134303604,6444980.55
2019-07-22,MATIC,0.0134476741,0.0135990404,0.012418397,0.0127501467,8394913.32
2019-07-23,MATIC,0.0127487096,0.0128271011,0.0114660673,0.0114997331,8395359.98
2019-07-24,MATIC,0.0114997331,0.0124361842,0.011148779,0.0120400884,11904753.02
2019-07-25,MATIC,0.0120394445,0.0126991838,0.0119856232,0.0122240229,8164945.27
2019-07-26,MATIC,0.0122190532,0.0130028667,0.0119558855,0.0127819483,8278632.36
2019-07-27,MATIC,0.0127819483,0.0132824669,0.0117888578,0.0119519533,7502170.1
2019-07-28,MATIC,0.0119519533,0.0121034543,0.0113585938,0.0117700631,5576468.01
2019-07-29,MATIC,0.0117902445,0.0119632123,0.0113655434,0.0114204197,4555621.4
2019-07-30,MATIC,0.0114178539,0.0116740529,0.0110730586,0.0115285444,4426135.88
2019-07-31,MATIC,0.011541446,0.011658063,0.0112048202,0.0113743282,7321732.35
2019-08-01,MATIC,0.0113933989,0.0115575393,0.0105477838,0.0106983354,9019119.34
2019-08-02,MATIC,0.0107141936,0.0115558123,0.0105912137,0.011059041,8844761.4
2019-08-03,MATIC,0.0110948064,0.0114278989,0.0106437171,0.0106871466,6818569.16
2019-08-04,MATIC,0.0106670485,0.0108973828,0.0101892387,0.0102701175,6561381.32
2019-08-05,MATIC,0.0102644839,0.0129299338,0.00962322143041,0.0117932381,32570144.98
2019-08-06,MATIC,0.0117973807,0.0172313319,0.011742902,0.0153589188,94413278.31
2019-08-07,MATIC,0.0152805849,0.0204343919,0.0152764481,0.0166460164,128166070.2
2019-08-08,MATIC,0.0166460164,0.0176209279,0.014154072,0.0143835395,54798153.6
2019-08-09,MATIC,0.0143799568,0.0146150852,0.0121456015,0.0121969169,32420953.92
2019-08-10,MATIC,0.0121969169,0.0154592405,0.0121554134,0.0149349035,43594994.99
2019-08-11,MATIC,0.0150118763,0.0185062423,0.0140543903,0.0163925504,79142232.64
2019-08-12,MATIC,0.0160825287,0.0182275836,0.0158486231,0.0169181617,66203778.28
2019-08-13,MATIC,0.0169111987,0.0171713151,0.0150326494,0.0165059318,47190664.74
2019-08-14,MATIC,0.0165642507,0.0172478674,0.0145716771,0.0146852668,49542470.41
2019-08-15,MATIC,0.0146852668,0.015604172,0.0144592007,0.0146122356,26041678.52
2019-08-16,MATIC,0.0146269573,0.0146950942,0.0133321488,0.0133792191,24612386.49
2019-08-17,MATIC,0.0133652204,0.0147352203,0.013317515,0.0141491172,20551410.53
2019-08-18,MATIC,0.0141601872,0.0145358207,0.013699975,0.0139202242,17243102.42
2019-08-19,MATIC,0.0139190138,0.0159232356,0.0138500652,0.0154660989,32643667.25
2019-08-20,MATIC,0.0154660989,0.0159456887,0.0148788248,0.0157291686,21916009.67
2019-08-21,MATIC,0.0157582101,0.0159752679,0.0145038686,0.0153782991,27697603.63
2019-08-22,MATIC,0.0154135032,0.0171058664,0.0146850501,0.016794358,35758850.36
2019-08-23,MATIC,0.016794358,0.0173788392,0.0150391327,0.0154660629,33611390.04
2019-08-24,MATIC,0.0153816278,0.0154497456,0.0142336416,0.0148569407,23563141.56
2019-08-25,MATIC,0.0148569407,0.0149907876,0.0136052696,0.0137528097,11879747.22
2019-08-26,MATIC,0.013754631,0.0146588291,0.0137300599,0.0139324914,12729475.33
2019-08-27,MATIC,0.0139381798,0.0148959097,0.013817922,0.0142325514,15729404.2
2019-08-28,MATIC,0.0142301692,0.0145947424,0.0128188111,0.0129458571,11354479.9
2019-08-29,MATIC,0.0129416809,0.0129416809,0.0115175262,0.011708757,10299747.23
2019-08-30,MATIC,0.011708757,0.0124016353,0.011644275,0.0122965987,7262767.48
2019-08-31,MATIC,0.0122709273,0.01233228,0.0115598732,0.0118456853,5199033.45
2019-09-01,MATIC,0.0118468654,0.0123163652,0.0115417758,0.0122300164,5927052.29
2019-09-02,MATIC,0.012229787,0.0139328327,0.0120962321,0.013714973,19996077.61
2019-09-03,MATIC,0.0137189591,0.0148628523,0.0128199629,0.0143627222,23523418.81
2019-09-04,MATIC,0.0143492269,0.0145928457,0.0138383281,0.0141509523,14096514.26
2019-09-05,MATIC,0.0141509523,0.0151204183,0.0140693668,0.0148446467,20025743.56
2019-09-06,MATIC,0.0148446467,0.0149541403,0.0134773735,0.0136533219,19749823.59
2019-09-07,MATIC,0.0136581723,0.0140771937,0.0135186407,0.0139031635,8502525.02
2019-09-08,MATIC,0.0139031635,0.0140795011,0.0137689498,0.0139274261,5783113.96
2019-09-09,MATIC,0.0139274261,0.0145797823,0.0130866135,0.0141594688,18212501.77
2019-09-10,MATIC,0.0141576112,0.0143943876,0.0133751033,0.0135367883,8863134.04
2019-09-11,MATIC,0.0135404659,0.0137639285,0.0129650871,0.013114745,7845468.31
2019-09-12,MATIC,0.0131170985,0.0131590603,0.0125270323,0.0129783323,6894707.48
2019-09-13,MATIC,0.0129754209,0.0132329177,0.0128014098,0.0129641383,5139868.15
2019-09-14,MATIC,0.0129354329,0.0134253769,0.012921349,0.0131050818,5948857.9
2019-09-15,MATIC,0.0131076261,0.013286919,0.0128828514,0.0129133329,5247758.44
2019-09-16,MATIC,0.0129209348,0.0131013717,0.0126243687,0.0129036344,6578564.65
2019-09-17,MATIC,0.0129071629,0.0137981702,0.0128152353,0.0135071367,9213682.71
2019-09-18,MATIC,0.0135338035,0.0147568333,0.0134163096,0.0143555969,24002724.79
2019-09-19,MATIC,0.0143557177,0.014478291,0.0130451902,0.013700121,15896004.82
2019-09-20,MATIC,0.0137453689,0.0138807269,0.013501614,0.0136628924,6910674.18
2019-09-21,MATIC,0.0136800832,0.0137364113,0.013294361,0.0133939977,5458984.06
2019-09-22,MATIC,0.0133944553,0.0134261754,0.012292691,0.0125586527,7384801.41
2019-09-23,MATIC,0.0125913954,0.0129465375,0.012251698,0.012251698,6315785.2
2019-09-24,MATIC,0.0122492907,0.0131732049,0.0110169113,0.011076959,20584977.58
2019-09-25,MATIC,0.0110612298,0.0114810337,0.0105505553,0.0110413305,12413144.45
2019-09-26,MATIC,0.0110381987,0.0114749813,0.0103107784,0.0106623519,9326463.46
2019-09-27,MATIC,0.0106401361,0.011050871,0.0103953497,0.0109515941,7172981.76
2019-09-28,MATIC,0.0109528911,0.0114396141,0.0108369958,0.0112463998,8959700.43
2019-09-29,MATIC,0.0112567549,0.0113306747,0.0107081095,0.0109390174,6387878.29
2019-09-30,MATIC,0.0109390174,0.0110210422,0.0101873561,0.0108469541,11873810.52
2019-10-01,MATIC,0.0108506516,0.0110748922,0.0106313857,0.0107306171,6775295.23
2019-10-02,MATIC,0.0107306171,0.0109208846,0.010590199,0.0108532933,5265447.74
2019-10-03,MATIC,0.0108454632,0.0109842778,0.0105169878,0.0106689619,4664672.63
2019-10-04,MATIC,0.0106658787,0.0108234467,0.0105250408,0.0107157885,5054000.53
2019-10-05,MATIC,0.0107157885,0.0107683125,0.0104867595,0.010590579,4084677.07
2019-10-06,MATIC,0.0105870886,0.0106824484,0.010362548,0.0103891766,5185773.63
2019-10-07,MATIC,0.0103828967,0.0111272829,0.0103192833,0.0109985367,12415939.37
2019-10-08,MATIC,0.0110022129,0.0127457637,0.0108316435,0.0124392421,23477542.87
2019-10-09,MATIC,0.0124392421,0.014326566,0.0123531409,0.0143228874,37633463.91
2019-10-10,MATIC,0.0143222649,0.0164713039,0.0133726491,0.0161946116,43471436.75
2019-10-11,MATIC,0.016192712,0.0177211751,0.0155256279,0.015997276,64035933.33
2019-10-12,MATIC,0.0159584594,0.0166039634,0.0146739657,0.0156309818,40007346.56
2019-10-13,MATIC,0.0155900655,0.0157008495,0.0143414577,0.0150208648,19829011.21
2019-10-14,MATIC,0.0150208648,0.0167294847,0.0149877963,0.0152557262,43627578.0
2019-10-15,MATIC,0.0153064517,0.0153686403,0.0142032861,0.0144153864,19627724.33
2019-10-16,MATIC,0.0144153864,0.0144978768,0.0130079827,0.0139419044,17845778.55
2019-10-17,MATIC,0.0139034662,0.0145859213,0.0136148493,0.0142968495,15104293.0
2019-10-18,MATIC,0.0143430303,0.0145089321,0.0131383003,0.0133671453,13770665.58
2019-10-19,MATIC,0.0133693472,0.0138993883,0.013118775,0.0138808294,9691544.37
2019-10-20,MATIC,0.0138127698,0.0140203275,0.013413951,0.0138729831,9680962.03
2019-10-21,MATIC,0.0138731761,0.0151500978,0.0136556783,0.0149468686,23612403.41
2019-10-22,MATIC,0.0149427712,0.0153172051,0.0144931056,0.0145713011,18336806.95
2019-10-23,MATIC,0.0145377642,0.0147332657,0.0128887064,0.0132781034,20649132.42
2019-10-24,MATIC,0.0132976931,0.0139144767,0.012961639,0.0135942193,17762956.41
2019-10-25,MATIC,0.0135942193,0.0146180358,0.0132804122,0.0143813982,29789523.0
2019-10-26,MATIC,0.0143910988,0.0147804042,0.0133782683,0.0135469895,38585670.87
2019-10-27,MATIC,0.0135469895,0.0145820088,0.0134194356,0.0140990287,27735747.1
2019-10-28,MATIC,0.0140924106,0.0151160452,0.0138577791,0.0141284826,25835700.52
2019-10-29,MATIC,0.0141370199,0.0144050623,0.0139657057,0.0140842253,20051735.8
2019-10-30,MATIC,0.0140980465,0.0141477378,0.0134101049,0.0134723498,13470472.69
2019-10-31,MATIC,0.0134760533,0.0140184905,0.0133355488,0.0136271324,13261671.26
2019-11-01,MATIC,0.0136607156,0.0140313346,0.0134875266,0.013783163,11385917.39
2019-11-02,MATIC,0.013783163,0.0138619278,0.0134669782,0.0136113218,9711073.0
2019-11-03,MATIC,0.0135951929,0.0137014089,0.013356362,0.0135731851,8867358.16
2019-11-04,MATIC,0.0135727277,0.0145952373,0.0135425676,0.01439699,21146011.49
2019-11-05,MATIC,0.01439699,0.015045421,0.0140857186,0.0147419617,24076962.81
2019-11-06,MATIC,0.0147078042,0.0148854751,0.0143780581,0.0145004872,16617437.97
2019-11-07,MATIC,0.014497584,0.015421702,0.0142766178,0.0151690849,22459509.18
2019-11-08,MATIC,0.0151413449,0.0154179761,0.0139214933,0.014420924,20484680.47
2019-11-09,MATIC,0.0143800652,0.0152432909,0.0143556298,0.0148959482,14964294.35
2019-11-10,MATIC,0.0148763852,0.0157788994,0.0148323005,0.0157584179,15791023.77
2019-11-11,MATIC,0.0157350028,0.01582306,0.0146256043,0.0153946571,17514608.91
2019-11-12,MATIC,0.0154019681,0.0156062423,0.0146594577,0.0148792615,16810843.46
2019-11-13,MATIC,0.0148853068,0.0151865946,0.0146946273,0.0149781052,8455896.03
2019-11-14,MATIC,0.0149774432,0.0150503723,0.0143640362,0.0145322417,8705423.26
2019-11-15,MATIC,0.0145373082,0.0145390305,0.0137702108,0.0138500016,11536658.24
2019-11-16,MATIC,0.0138429396,0.0144900208,0.0137376931,0.014462227,8172986.03
2019-11-17,MATIC,0.014462227,0.0148022959,0.0142999135,0.0144256974,9270569.54
2019-11-18,MATIC,0.0144140453,0.0145966364,0.0139042575,0.0141720936,9735926.08
2019-11-19,MATIC,0.0141790646,0.0151409582,0.0138435529,0.0149633586,19604706.63
2019-11-20,MATIC,0.0149633586,0.0151670565,0.0143359833,0.0144049833,16061400.72
2019-11-21,MATIC,0.0144049833,0.0145633921,0.0136267878,0.0142482443,16445045.69
2019-11-22,MATIC,0.0142482443,0.0143906316,0.0124014104,0.0140687152,24477172.96
2019-11-23,MATIC,0.0140687152,0.0169042913,0.0137702887,0.0169042913,39922173.5
2019-11-24,MATIC,0.0169035632,0.0177131021,0.0153213126,0.0153213126,38609229.98
2019-11-25,MATIC,0.0153516447,0.0204830326,0.0152583767,0.0201776035,82193324.56
2019-11-26,MATIC,0.0202307199,0.022692921,0.0193504066,0.0219939311,69420971.21
2019-11-27,MATIC,0.0218377516,0.0248276938,0.0206084482,0.0245824507,73383976.4
2019-11-28,MATIC,0.0245644252,0.0258280693,0.0225993341,0.0227850574,54179780.2
2019-11-29,MATIC,0.0227648346,0.025120363,0.0226090719,0.0246372144,30769094.53
2019-11-30,MATIC,0.0246372144,0.0293737894,0.0242392659,0.0288948144,58429487.98
2019-12-01,MATIC,0.0289994547,0.0289994547,0.0261784723,0.0264277712,53271863.24
2019-12-02,MATIC,0.0265461745,0.0272713745,0.025030057,0.0263957863,42571226.41
2019-12-03,MATIC,0.0263957863,0.0309438598,0.0263957863,0.0293230877,73092551.19
2019-12-04,MATIC,0.0293164079,0.0325466832,0.0280594885,0.0321462325,67255123.75
2019-12-05,MATIC,0.0321462325,0.034885592,0.0315967938,0.0333227928,74390809.93
2019-12-06,MATIC,0.0333403237,0.0417462878,0.0326814608,0.0415042835,108886334.56
2019-12-07,MATIC,0.0415095359,0.0419649947,0.0373942994,0.0391223812,86768827.72
2019-12-08,MATIC,0.0391223812,0.0430961442,0.0384787735,0.0416763795,68530618.06
2019-12-09,MATIC,0.0416763795,0.0427350663,0.0354740861,0.035589168,71429587.22
2019-12-10,MATIC,0.0356124225,0.0360679411,0.012082005,0.0173975627,349604051.71
2019-12-11,MATIC,0.0173955398,0.019633295,0.017074648,0.0178875728,80176533.54
2019-12-12,MATIC,0.0179141566,0.0180244828,0.0154428146,0.0158101936,64748592.15
2019-12-13,MATIC,0.0158359794,0.0168397873,0.0158023553,0.0160296514,35124011.47
2019-12-14,MATIC,0.0160468697,0.0162827557,0.0134230791,0.0137021902,41782769.45
2019-12-15,MATIC,0.0137021902,0.0146789383,0.0133508685,0.0142923307,42023441.78
2019-12-16,MATIC,0.0142923307,0.0144414561,0.0131107875,0.0133128721,30201361.93
2019-12-17,MATIC,0.0133128721,0.0133414735,0.0118137468,0.0120683361,25072243.38
2019-12-18,MATIC,0.0120683361,0.0133097203,0.0114675177,0.0127199703,24970570.16
2019-12-19,MATIC,0.0127199703,0.0132319945,0.0123983642,0.0132319945,13777038.1
2019-12-20,MATIC,0.0132319945,0.015875526,0.0132277995,0.0156548618,75977772.18
2019-12-21,MATIC,0.0156548618,0.0184664078,0.0153342929,0.0181891082,82860346.23
2019-12-22,MATIC,0.0181767185,0.0200320006,0.0154079224,0.016193912,112879712.15
2019-12-23,MATIC,0.0161756117,0.0163366591,0.0147735795,0.0151523988,54834619.94
2019-12-24,MATIC,0.015144858,0.0163295761,0.014855184,0.016253943,36804372.81
2019-12-25,MATIC,0.016253943,0.0170430528,0.0154229543,0.0157869621,42985943.77
2019-12-26,MATIC,0.0157928478,0.016335372,0.0154042982,0.0156955517,27103336.38
2019-12-27,MATIC,0.0157280531,0.015931247,0.0147875071,0.0152984227,23302942.36
2019-12-28,MATIC,0.015286867,0.0155081993,0.0149426529,0.0149560405,13955041.25
2019-12-29,MATIC,0.0149571455,0.0157447295,0.0146924474,0.0148003881,19733840.97
2019-12-30,MATIC,0.0147995785,0.0150887058,0.0143886694,0.0143964942,12683815.29
2019-12-31,MATIC,0.0144169905,0.0145384525,0.0137232559,0.0138073728,16047084.13
2020-01-01,MATIC,0.0138073728,0.0154744563,0.013746599,0.0149618575,29962856.97
2020-01-02,MATIC,0.0149419878,0.0157590394,0.0144409751,0.0146508635,36726566.72
2020-01-03,MATIC,0.014693972,0.0154269904,0.0142968196,0.0151939593,23635828.98
2020-01-04,MATIC,0.0151696391,0.0155234839,0.0148650951,0.0149614305,16448622.92
2020-01-05,MATIC,0.0149540094,0.0152781281,0.0148371901,0.0149140517,13314380.89
2020-01-06,MATIC,0.0149082852,0.0159241953,0.0148781984,0.0155867215,24130444.96
2020-01-07,MATIC,0.0155867215,0.0157214256,0.0148379262,0.0150997473,25141592.82
2020-01-08,MATIC,0.0150997473,0.0153523016,0.0147729516,0.0150064312,24660100.88
2020-01-09,MATIC,0.015024947,0.0150999451,0.0145671898,0.0146993173,14855481.81
2020-01-10,MATIC,0.0146913563,0.0149070082,0.0143436528,0.0148532165,15724196.8
2020-01-11,MATIC,0.0148634234,0.0150554812,0.0147290247,0.014815613,12990600.23
2020-01-12,MATIC,0.0147982883,0.0152192644,0.014719351,0.0150092513,10920841.19
2020-01-13,MATIC,0.0149887649,0.0156755302,0.0148216495,0.0155314648,15333430.06
2020-01-14,MATIC,0.0155052223,0.0161136976,0.0152899305,0.0157307607,32733770.95
2020-01-15,MATIC,0.015698876,0.0169110339,0.0154637407,0.016367671,30583889.1
2020-01-16,MATIC,0.0163805042,0.0164567156,0.0154567021,0.0160774087,23967013.04
2020-01-17,MATIC,0.0160643774,0.019168312,0.0157638862,0.0188181775,74983325.97
2020-01-18,MATIC,0.0188160201,0.0188160201,0.0173910158,0.0175193368,30810285.85
2020-01-19,MATIC,0.0175193368,0.0178067074,0.0162117102,0.0163970821,26192438.29
2020-01-20,MATIC,0.0163969125,0.0172177942,0.0160928963,0.0168989281,18390346.15
2020-01-21,MATIC,0.0168656223,0.0174231263,0.0167227413,0.0171607245,22567495.75
2020-01-22,MATIC,0.0171562445,0.017227841,0.0167906143,0.0170866559,14042892.45
2020-01-23,MATIC,0.0170948346,0.0171302933,0.0157730199,0.0159410858,15727692.8
2020-01-24,MATIC,0.0159493738,0.0164507881,0.0154196378,0.0162539849,14358461.19
2020-01-25,MATIC,0.0162775013,0.0163975235,0.0157815863,0.0160657705,11838666.91
2020-01-26,MATIC,0.016063144,0.0166172069,0.0160006534,0.0164569449,10939593.31
2020-01-27,MATIC,0.0164743492,0.0173288444,0.0164743492,0.0169099579,19771870.88
2020-01-28,MATIC,0.0169134276,0.0172924059,0.0166046791,0.0172555504,21017695.64
2020-01-29,MATIC,0.0172331072,0.0172344474,0.0168068864,0.0171099852,16464099.05
2020-01-30,MATIC,0.017105584,0.0186999917,0.0169021833,0.0186447941,34829353.28
2020-01-31,MATIC,0.0186339521,0.0188379355,0.0177619577,0.0179281289,24882813.6
2020-02-01,MATIC,0.0179013815,0.0183919293,0.0178373497,0.0183313192,12571644.84
2020-02-02,MATIC,0.0183012512,0.0196239638,0.0178972893,0.019115308,27285210.9
2020-02-03,MATIC,0.019115308,0.0223991746,0.0189366974,0.0220862506,69986876.99
2020-02-04,MATIC,0.021891682,0.0226525491,0.0204368958,0.0211286803,65746890.52
2020-02-05,MATIC,0.0211179884,0.0222105803,0.0208772282,0.0214331858,50893900.62
2020-02-06,MATIC,0.0215295257,0.0247475842,0.0215295257,0.0244591065,80219495.29
2020-02-07,MATIC,0.0244709929,0.0250906646,0.0229623538,0.0229623538,60132162.39
2020-02-08,MATIC,0.0229666784,0.0229702582,0.0203433931,0.0211551458,73345084.81
2020-02-09,MATIC,0.0211588998,0.0222949457,0.0207598618,0.021919883,44126145.92
2020-02-10,MATIC,0.0219291162,0.0223911257,0.0206439501,0.0216083376,43310445.34
2020-02-11,MATIC,0.0216045314,0.022822725,0.0209540551,0.0227983978,36836244.29
2020-02-12,MATIC,0.0228099315,0.0245536453,0.0226644359,0.022897937,61283566.94
2020-02-13,MATIC,0.022897937,0.0237337467,0.0219771876,0.0222524532,44859271.29
2020-02-14,MATIC,0.0222500762,0.0237183383,0.0222447588,0.0232488291,43149177.63
2020-02-15,MATIC,0.0232488291,0.0236462069,0.0207025057,0.0208316772,47041367.07
2020-02-16,MATIC,0.020870665,0.0217519924,0.0189262298,0.0201599692,47564820.57
2020-02-17,MATIC,0.0201318536,0.0201878548,0.0189150706,0.0200557243,37740365.29
2020-02-18,MATIC,0.0200430497,0.0218499332,0.0198151243,0.0215261252,40429685.67
2020-02-19,MATIC,0.0215200967,0.021917454,0.0206794235,0.0207132372,26419186.0
2020-02-20,MATIC,0.0207044604,0.0207908628,0.0193600133,0.0206956198,24361840.82
2020-02-21,MATIC,0.0207097325,0.0217896425,0.0205285653,0.0207634621,33743349.88
2020-02-22,MATIC,0.0207487071,0.0211338365,0.0203977559,0.0207959211,16368174.64
2020-02-23,MATIC,0.0208253647,0.0228708521,0.0207871939,0.0222985079,33721284.59
2020-02-24,MATIC,0.0222776606,0.022293841,0.0203252271,0.0207295558,29405344.31
2020-02-25,MATIC,0.0207367418,0.0207775155,0.0187928471,0.0191275304,32126050.37
2020-02-26,MATIC,0.0191314613,0.0193812923,0.0170511847,0.0183821808,36736950.32
